id,kategori,ozellikler,instruction,input,expected_output,metindeki_etiketler,maskelenecek_etiketler,pred,dogru,schema_neutral,out_of_schema_tag
47,tam,kayit,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,"bayi ekranından gelen kayıt: uyruğu Gürcistan, anne adı Sevsevil, şifresi Bulut3542!, maaşı aylık 51.000 TL, tc kimlik no 52145748118, e-postası okyalaz1961@mynet.com, referansı REF-2027-2035, şasi no 3GXSAGX9C1PU25VYU","bayi ekranından gelen kayıt: uyruğu [UYRUK], anne adı [ANNE_ADI], şifresi [SIFRE], maaşı [MAAS], tc kimlik no [TCKN], e-postası [EMAIL], referansı [REFERANS], şasi no [SASI_NO]",[ANNE_ADI] [EMAIL] [MAAS] [REFERANS] [SASI_NO] [SIFRE] [TCKN] [UYRUK],[ANNE_ADI] [EMAIL] [MAAS] [REFERANS] [SASI_NO] [SIFRE] [TCKN] [UYRUK],"bayi ekranından gelen kayıt: uyruğu [UYRUK], anne adı [ANNE_ADI], şifresi [SIFRE], maaşı [MAAS], tc kimlik no [TCKN], e-postası [EMAIL], referansı [REFERANS], şasi no [SASI_NO]",True,False,False
48,tam,duz,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,araç satışı için şasi U21H93MBAM4XUKD5B motor K23N621535 sorgulanacak,araç satışı için şasi [SASI_NO] motor [MOTOR_NO] sorgulanacak,[MOTOR_NO] [SASI_NO],[MOTOR_NO] [SASI_NO],araç satışı için şasi [SASI_NO] motor [MOTOR_NO] sorgulanacak,True,True,False
49,tam,kayit,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,"bayi ekranından gelen kayıt: ip 60.160.16.171, sicil no SC9981, sgk no 7708 9873 0558 2, mail adresi ramazan.seven@icloud.com, ehliyet no D3987722","bayi ekranından gelen kayıt: ip [IP_ADRES], sicil no [SICIL_NO], sgk no [SGK_NO], mail adresi [EMAIL], ehliyet no [EHLIYET_NO]",[EHLIYET_NO] [EMAIL] [IP_ADRES] [SGK_NO] [SICIL_NO],[EHLIYET_NO] [EMAIL] [IP_ADRES] [SGK_NO] [SICIL_NO],"bayi ekranından gelen kayıt: ip [IP_ADRES], sicil no [SICIL_NO], sgk no [SGK_NO], mail adresi [EMAIL], ehliyet no [EHLIYET_NO]",True,True,False
50,tam,duz,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,adli sicil belgemde icra takibi kaydı ibaresi var işe engel mi,adli sicil belgemde [CEZA_KAYDI] ibaresi var işe engel mi,[CEZA_KAYDI],[CEZA_KAYDI],adli sicil belgemde [CEZA_KAYDI] ibaresi var işe engel mi,True,True,False
51,tam,kayit,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,"personel dosyası güncellemesi: baba adı Bedri, adresi Yeşilyurt Mah. Sedir Sokak No:161 D:8 Kat:1 Çankaya/Denizli, poliçe no P230117556, ruhsat no PW-721999, cihaz id GRD0-ZIHT-S261, doğum tarihi 23 Aralık 1997","personel dosyası güncellemesi: baba adı [BABA_ADI], adresi [ADRES], poliçe no [POLICE_NO], ruhsat no [RUHSAT_NO], cihaz id [CIHAZ_ID], doğum tarihi [DOGUM_TARIHI]",[ADRES] [BABA_ADI] [CIHAZ_ID] [DOGUM_TARIHI] [POLICE_NO] [RUHSAT_NO],[ADRES] [BABA_ADI] [CIHAZ_ID] [DOGUM_TARIHI] [POLICE_NO] [RUHSAT_NO],"personel dosyası güncellemesi: baba adı [BABA_ADI], adresi [ADRES], poliçe no [POLICE_NO], ruhsat no [RUHSAT_NO], cihaz id [CIHAZ_ID], doğum tarihi [DOGUM_TARIHI]",True,True,False
52,tam,duz,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,müşteri Bahar Aktaş kredi notu 558 çıktı limit artışı uygun mu,müşteri [AD] kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu,[AD] [KREDI_NOTU],[AD] [KREDI_NOTU],müşteri [AD] kredi notu 558 çıktı limit artışı uygun mu,False,True,False
53,tam,duz,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",adli sicil belgemde kesinleşmiş hükmü yok ibaresi var işe engel mi,adli sicil belgemde [CEZA_KAYDI] ibaresi var işe engel mi,[CEZA_KAYDI],[CEZA_KAYDI],adli sicil belgemde [CEZA_KAYDI] ibaresi var işe engel mi,True,True,False
54,tam,duz,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,vpn erişimi açılsın ip 241.77.169.131 mac 40:1E:98:3D:69:DD,vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES],[IP_ADRES] [MAC_ADRES],[IP_ADRES] [MAC_ADRES],vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES],True,True,False
55,tam,duz,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,imza doğrulaması için e-imza sertifika seri no 0232237945 kayıtlarda mevcut,imza doğrulaması için [IMZA] kayıtlarda mevcut,[IMZA],[IMZA],imza doğrulaması için [IMZA] kayıtlarda mevcut,True,True,False
56,tam,uzun,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",kripto çekim adresim 0x525ce8e8316104c7c34fe2eda2db82f57caf5569 onay bekliyor. vpn erişimi açılsın ip 221.134.112.68 mac A9:0F:08:B2:A4:50. referans olarak REF-2026-6943 yazdım aranacak mı. sağlık raporumda kalp yetmezliği takibi yazıyor sigorta primi değişir mi,kripto çekim adresim [KRIPTO_CUZDAN] onay bekliyor. vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES]. referans olarak [REFERANS] yazdım aranacak mı. sağlık raporumda [SAGLIK] yazıyor sigorta primi değişir mi,[IP_ADRES] [KRIPTO_CUZDAN] [MAC_ADRES] [REFERANS] [SAGLIK],[IP_ADRES] [KRIPTO_CUZDAN] [MAC_ADRES] [REFERANS] [SAGLIK],kripto çekim adresim [KRIPTO_CUZDAN] onay bekliyor. vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES]. referans olarak [REFERANS] yazdım aranacak mı. sağlık raporumda [SAGLIK] yazıyor sigorta primi değişir mi,True,True,False
57,tam,duz,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.","kayıp cihaz bildirimi imei 145769575890217 son konum 39.3052, 38.7286",kayıp cihaz bildirimi imei [IMEI] son konum [KONUM],[IMEI] [KONUM],[IMEI] [KONUM],kayıp cihaz bildirimi imei [IMEI] son konum [KONUM],True,True,False
58,tam,"uzun,caps","Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",HESAP HAREKETLERİMİ EDA_KARA@İCLOUD.COM ADRESİNE GÖNDERİN MÜŞTERİ NO MU0387075. E-FATURA MÜKELLEFİYETİ İÇİN VERGİ NO 1766766806 KAYITLI MI BAKAR MISINIZ. KAN GRUBUM 0 RH NEGATİF ACİL KARTIMA İŞLENSİN. İMZA DOĞRULAMASI İÇİN E-İMZA SERTİFİKA SERİ NO 9591886753 KAYITLARDA MEVCUT. REFERANS OLARAK SELÂTİN BİLGE YAZDIM ARANACAK MI. BİYOMETRİK GİRİŞTE SORUN VAR AVUÇ İÇİ DAMAR İZİ EŞLEŞMİYOR,HESAP HAREKETLERİMİ [EMAIL] ADRESİNE GÖNDERİN MÜŞTERİ NO [MUSTERI_NO]. E-FATURA MÜKELLEFİYETİ İÇİN VERGİ NO [VERGI_NO] KAYITLI MI BAKAR MISINIZ. KAN GRUBUM [KAN_GRUBU] ACİL KARTIMA İŞLENSİN. İMZA DOĞRULAMASI İÇİN [IMZA] KAYITLARDA MEVCUT. REFERANS OLARAK [REFERANS] YAZDIM ARANACAK MI. BİYOMETRİK GİRİŞTE SORUN VAR [BIYOMETRIK] EŞLEŞMİYOR,[BIYOMETRIK] [EMAIL] [IMZA] [KAN_GRUBU] [MUSTERI_NO] [REFERANS] [VERGI_NO],[BIYOMETRIK] [EMAIL] [IMZA] [KAN_GRUBU] [MUSTERI_NO] [REFERANS] [VERGI_NO],HESAP HAREKETLERİMİ [EMAIL] ADRESİNE GÖNDERİN MÜŞTERİ NO [MUSTERI_NO]. E-FATURA MÜKELLEFİYETİ İÇİN VERGİ NO [VERGI_NO] KAYITLI MI BAKAR MISINIZ. KAN GRUBUM [KAN_GRUBU] ACİL KARTIMA İŞLENSİN. [IMZA] İÇİN E-İMZA SERTİFİKA SERİ NO [IMZA] KAYITLARDA [REFERANS] OLARAK SELÂTİN BİLGE YAZDIM ARANACAK MI. BİYOMETRİK GİRİŞTE SORUN VAR [BIYOMETRIK] EŞLEŞMİYOR,False,True,False
59,tam,kayit,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,"acil güncellenecek bilgiler: baba adı Milay, hesap no 2257-7031198-623, maaşı aylık 139.000 TL, ehliyet no A1098049, şasi no FUP5X080ZYJ833B8B, adli kaydı icra takibi kaydı, sendika bilgisi Banka Çalışanları Sendikası üyesi, vergi no 1800149182","acil güncellenecek bilgiler: baba adı [BABA_ADI], hesap no [HESAP_NO], maaşı [MAAS], ehliyet no [EHLIYET_NO], şasi no [SASI_NO], adli kaydı [CEZA_KAYDI], sendika bilgisi [SENDIKA], vergi no [VERGI_NO]",[BABA_ADI] [CEZA_KAYDI] [EHLIYET_NO] [HESAP_NO] [MAAS] [SASI_NO] [SENDIKA] [VERGI_NO],[BABA_ADI] [CEZA_KAYDI] [EHLIYET_NO] [HESAP_NO] [MAAS] [SASI_NO] [SENDIKA] [VERGI_NO],"acil güncellenecek bilgiler: baba adı [BABA_ADI], hesap no [HESAP_NO], maaşı [MAAS], ehliyet no [EHLIYET_NO], şasi no [SASI_NO], adli kaydı [CEZA_KAYDI], sendika bilgisi [SENDIKA], vergi no [VERGI_NO]",True,True,False
60,tam,uzun,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",doğum yerim Denizli nüfusta farklı yazılmış düzeltilsin. şoför belgem yenilendi ehliyet no C6723625. çalışan Tolga Arslan Meridyen Medya A.Ş. bünyesinde 83 yaşında erkek. müşteri Gül Eraslan kredi notu 1620 çıktı limit artışı uygun mu,doğum yerim [DOGUM_YERI] nüfusta farklı yazılmış düzeltilsin. şoför belgem yenilendi ehliyet no [EHLIYET_NO]. çalışan [AD] [ISYERI] bünyesinde [YAS] yaşında [CINSIYET]. müşteri [AD] kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu,[AD] [CINSIYET] [DOGUM_YERI] [EHLIYET_NO] [ISYERI] [KREDI_NOTU] [YAS],[AD] [CINSIYET] [DOGUM_YERI] [EHLIYET_NO] [ISYERI] [KREDI_NOTU] [YAS],doğum yerim [DOGUM_YERI] nüfusta farklı yazılmış düzeltilsin. şoför belgem yenilendi ehliyet no [EHLIYET_NO]. çalışan [AD] [ISYERI] bünyesinde [YAS] yaşında [AD]. müşteri [AD] kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu,False,False,False
61,tam,"kayit,caps","KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.","KREDİ BAŞVURU FORMU: İP 83.84.208.128, DOĞUM TARİHİ 14/12/1977, MOTOR NO N52B340514, ANNE ADI EDA, MÜŞTERİ ÖKTÜRK YILDIRIM","KREDİ BAŞVURU FORMU: İP [IP_ADRES], DOĞUM TARİHİ [DOGUM_TARIHI], MOTOR NO [MOTOR_NO], ANNE ADI [ANNE_ADI], MÜŞTERİ [AD]",[AD] [ANNE_ADI] [DOGUM_TARIHI] [IP_ADRES] [MOTOR_NO],[AD] [ANNE_ADI] [DOGUM_TARIHI] [IP_ADRES] [MOTOR_NO],"KREDİ BAŞVURU FORMU: [TEL], DOĞUM TARİHİ [DOGUM_TARIHI], MOTOR NO [MOTOR_NO], ANNE ADI [ANNE_ADI], MÜŞTERİ ÖKTÜRK [AD]",False,True,False
62,tam,duz,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,adli sicil belgemde adli para cezası kaydı ibaresi var işe engel mi,adli sicil belgemde [CEZA_KAYDI] ibaresi var işe engel mi,[CEZA_KAYDI],[CEZA_KAYDI],adli sicil belgemde [CEZA_KAYDI] ibaresi var işe engel mi,True,True,False
63,tam,"ekli,caps",Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,YENİ MAH. MENEKŞE BULV. NO:201 D:9 KAT:8 KEPEZ/TRABZON'DA OTURAN MÜŞTERİ İÇİN KURYE KAYDI AÇIN,[ADRES]'DA OTURAN MÜŞTERİ İÇİN KURYE KAYDI AÇIN,[ADRES],[ADRES],[ADRES]'DA OTURAN MÜŞTERİ İÇİN KURYE KAYDI AÇIN,True,True,False
64,tam,duz,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,kan grubum B Rh pozitif acil kartıma işlensin,kan grubum [KAN_GRUBU] acil kartıma işlensin,[KAN_GRUBU],[KAN_GRUBU],kan grubum [KAN_GRUBU] acil kartıma işlensin,True,True,False
65,tam,duz,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",şirket aracının muayenesi yaklaştı plaka 69 BAH 9131 ruhsat no LW-559653,şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no [RUHSAT_NO],[PLAKA] [RUHSAT_NO],[PLAKA] [RUHSAT_NO],şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no [RUHSAT_NO],True,True,False
66,tam,ekli,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,yetkiyi Arda Akgündüz'den alıp İsra Turan'a verin,yetkiyi [AD]'den alıp [AD]'a verin,[AD],[AD],yetkiyi [AD]'den alıp [AD]'a verin,True,True,False
67,tam,duz,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,annemin kızlık soyadı Turan güvenlik sorusunda kabul edilmiyor,annemin kızlık soyadı [ANNE_KIZLIK] güvenlik sorusunda kabul edilmiyor,[ANNE_KIZLIK],[ANNE_KIZLIK],annemin kızlık soyadı [ANNE_KIZLIK] güvenlik sorusunda kabul edilmiyor,True,True,False
68,tam,uzun,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",personelin engel durumu işitme engelli raporu var olarak güncellendi. imza doğrulaması için e-imza sertifika seri no 3293579727 kayıtlarda mevcut. kripto çekim adresim bc1qgcupbruq8z6ef5il7nxnq38u6wtya0 onay bekliyor. sözleşme feshi talep ediyorum sözleşme no 2025/3125-B tc 614-371-928-12. yeni telefon numaram (538) 095 34 93 sisteme işlenmemiş hâlâ eskisi görünüyor. hesap no 6771 289527 üzerine otomatik ödeme tanımlansın,personelin engel durumu [ENGEL_DURUMU] olarak güncellendi. imza doğrulaması için [IMZA] kayıtlarda mevcut. kripto çekim adresim [KRIPTO_CUZDAN] onay bekliyor. sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc [TCKN]. yeni telefon numaram [TEL] sisteme işlenmemiş hâlâ eskisi görünüyor. hesap no [HESAP_NO] üzerine otomatik ödeme tanımlansın,[ENGEL_DURUMU] [HESAP_NO] [IMZA] [KRIPTO_CUZDAN] [SOZLESME_NO] [TCKN] [TEL],[ENGEL_DURUMU] [HESAP_NO] [IMZA] [KRIPTO_CUZDAN] [SOZLESME_NO] [TCKN] [TEL],personelin engel durumu [ENGEL_DURUMU] olarak güncellendi. imza doğrulaması için [IMZA] kayıtlarda mevcut. kripto çekim adresim [KRIPTO_CUZDAN] onay bekliyor. sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc [TCKN]. yeni telefon numaram [TEL] sisteme işlenmemiş hâlâ eskisi görünüyor. hesap no [HESAP_NO] üzerine otomatik ödeme tanımlansın,True,True,False
69,tam,ekli,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,mustafa_yaman@gmail.com'dan gelen talebi Özerdinç Manço'ya yönlendirin,[EMAIL]'dan gelen talebi [AD]'ya yönlendirin,[AD] [EMAIL],[AD] [EMAIL],[EMAIL]'dan gelen talebi [AD]'ya yönlendirin,True,True,False
70,tam,duz,Aşağıdaki mesajda kimliği belirlenebilir kılan ne varsa etiketiyle ört.,e-fatura mükellefiyeti için vergi no 7323373445 kayıtlı mı bakar mısınız,e-fatura mükellefiyeti için vergi no [VERGI_NO] kayıtlı mı bakar mısınız,[VERGI_NO],[VERGI_NO],e-fatura mükellefiyeti için vergi no [VERGI_NO] kayıtlı mı bakar mısınız,True,True,False
71,tam,duz,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,işe giriş evrakları için sgk no 6352085574513 gerekiyormuş,işe giriş evrakları için sgk no [SGK_NO] gerekiyormuş,[SGK_NO],[SGK_NO],işe giriş evrakları için sgk no [SGK_NO] gerekiyormuş,True,True,False
72,tam,"sozle,caps",Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO ÜÇ BİR DOKUZ SIFIR İKİ SEKİZ SEKİZ DOKUZ ALTI BİR YEDİ DOKUZ DOKUZ SIFIR YEDİ DÖRT SKT 09/2031,İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO [KART] SKT [KART_SKT],[KART] [KART_SKT],[KART] [KART_SKT],İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO [KART] SKT [KART_SKT],True,True,False
73,tam,duz,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,yurtdışı harcama onayı pasaport U99829288 kart 5813779347234343,yurtdışı harcama onayı pasaport [PASAPORT_NO] kart [KART],[KART] [PASAPORT_NO],[KART] [PASAPORT_NO],yurtdışı harcama onayı pasaport [PASAPORT_NO] kart [KART],True,True,False
74,tam,kayit,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.","çağrı merkezi notu: cüzdan adresi TAIbC2Yw5d5DfDacpq8ubNAjsPfWJbeYFS, anne adı Selin, adli kaydı adli para cezası kaydı, kullanıcı adı gulozge_ekin73, ip 35.248.183.113, telefonu 05320991124","çağrı merkezi notu: cüzdan adresi [KRIPTO_CUZDAN], anne adı [ANNE_ADI], adli kaydı [CEZA_KAYDI], kullanıcı adı [KULLANICI_ADI], ip [IP_ADRES], telefonu [TEL]",[ANNE_ADI] [CEZA_KAYDI] [IP_ADRES] [KRIPTO_CUZDAN] [KULLANICI_ADI] [TEL],[ANNE_ADI] [CEZA_KAYDI] [IP_ADRES] [KRIPTO_CUZDAN] [KULLANICI_ADI] [TEL],"çağrı merkezi notu: cüzdan adresi [KRIPTO_CUZDAN], anne adı [ANNE_ADI], adli kaydı [CEZA_KAYDI], kullanıcı adı [KULLANICI_ADI], ip [IP_ADRES], telefonu [TEL]",True,True,False
75,tam,ekli,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",elifdemirel86'nın oturumları kapatılsın,[KULLANICI_ADI]'nın oturumları kapatılsın,[KULLANICI_ADI],[KULLANICI_ADI],[KULLANICI_ADI]'nın oturumları kapatılsın,True,True,False
76,tam,duz,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,vpn erişimi açılsın ip 111.225.115.91 mac B9:6C:E3:4F:18:80,vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES],[IP_ADRES] [MAC_ADRES],[IP_ADRES] [MAC_ADRES],vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES],True,True,False
77,tam,duz,"Bütün PII alanlarını maskele, metnin geri kalanını aynen koru.",aidat iadesi için ıban paylaşıyorum TR352790061998057910814378 isim Zehra Eroğlu,aidat iadesi için ıban paylaşıyorum [IBAN] isim [AD],[AD] [IBAN],[AD] [IBAN],aidat iadesi için ıban paylaşıyorum [IBAN] isim [AD],True,True,False
78,tam,cok_kisi,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,kredi başvurumun durumunu öğrenmek istiyorum adım Zekayi Şahin tc 706-506-216-58 ayrıca aidat iadesi için ıban paylaşıyorum TR beş üç beş altı dokuz sekiz yedi bir altı dört dokuz dokuz ... isim Melek Erdoğan,kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc [TCKN] ayrıca aidat iadesi için ıban paylaşıyorum [IBAN] isim [AD],[AD] [IBAN] [TCKN],[AD] [IBAN] [TCKN],kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc [TCKN] ayrıca aidat iadesi için ıban paylaşıyorum [IBAN] isim [AD],True,True,False
79,tam,cok_kisi,Metindeki tüm kişisel verileri uygun etiketlerle maskele.,çalışan Beyzade Eroğlu Erzurum Devlet Hastanesi bünyesinde 23 yaşında erkek ayrıca Gamze Polat'ın vekaleti Ünal Kara'ya devredildi,çalışan [AD] [ISYERI] bünyesinde [YAS] yaşında [CINSIYET] ayrıca [AD]'ın vekaleti [AD]'ya devredildi,[AD] [CINSIYET] [ISYERI] [YAS],[AD] [CINSIYET] [ISYERI] [YAS],çalışan [AD] [ISYERI] bünyesinde [AILE] ayrıca [AD]'ın vekaleti [AD]'ya devredildi,False,False,False
80,tam,cok_kisi,Bu kayıtta kişisel veri niteliği taşıyan her şeyi köşeli parantezli etiketle değiştir.,kredi başvurumun durumunu öğrenmek istiyorum adım Baran Özdemir tc 42532361792 ayrıca Bahar Aslan'ın vekaleti Duygu Tunç'a devredildi,kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc [TCKN] ayrıca [AD]'ın vekaleti [AD]'a devredildi,[AD] [TCKN],[AD] [TCKN],kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc [TCKN] ayrıca [AD]'ın vekaleti [AD]'a devredildi,True,True,False
81,tam,duz,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,poliçemi yenilemek istiyorum poliçe no P561743631 doğum tarihim 02.12.1955,poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim [DOGUM_TARIHI],[DOGUM_TARIHI] [POLICE_NO],[DOGUM_TARIHI] [POLICE_NO],poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim [DOGUM_TARIHI],True,True,False
82,tam,ekli,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,MU0464263'e tanımlı kampanyaları listeler misiniz,[MUSTERI_NO]'e tanımlı kampanyaları listeler misiniz,[MUSTERI_NO],[MUSTERI_NO],[MUSTERI_NO]'e tanımlı kampanyaları listeler misiniz,True,True,False
83,tam,sozle,"KVKK gereği bütün kişisel ve hassas alanları gizle; tutar, adet gibi kişisel olmayan sayılara dokunma.",sözleşme feshi talep ediyorum sözleşme no 8673-70418 tc üç bir dokuz dokuz dört yedi sıfır dört iki sekiz yedi dört bir sekiz yedi bir,sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc [TCKN],[SOZLESME_NO] [TCKN],[SOZLESME_NO] [TCKN],sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc [TCKN],True,True,False
84,tam,kayit,Gizlilik filtresi uygula: tüm kişisel alanlar etikete dönüşsün.,"personel dosyası güncellemesi: imza kaydı imza hash a8dc8282, 44 yaşında, referansı REF-2027-5796, sicil no SC9133, plaka 68 JV 7017","personel dosyası güncellemesi: imza kaydı [IMZA], [YAS] yaşında, referansı [REFERANS], sicil no [SICIL_NO], plaka [PLAKA]",[IMZA] [PLAKA] [REFERANS] [SICIL_NO] [YAS],[IMZA] [PLAKA] [REFERANS] [SICIL_NO] [YAS],"personel dosyası güncellemesi: [IMZA], [YAS] yaşında, referansı [REFERANS], sicil no [SICIL_NO], plaka [PLAKA]",False,False,False
85,tam,cok_kisi,Bu satırdaki her kişisel bilgiyi maskeleyerek yeniden yaz.,müşteri Rabia Yıldız kredi notu 609 çıktı limit artışı uygun mu ayrıca çocuğumun okul servisi için adres Menderes Mah. Fulya Sokak No:3 Kat:10 Konak/İstanbul tel 05064390859,müşteri [AD] kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu ayrıca çocuğumun okul servisi için adres [ADRES] tel [TEL],[ADRES] [AD] [KREDI_NOTU] [TEL],[ADRES] [AD] [KREDI_NOTU] [TEL],müşteri [AD] kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu ayrıca çocuğumun okul servisi için adres [ADRES] tel [TEL],True,True,False
86,tam,kayit,Kişisel verileri tespit edip ilgili etiketlerle değiştir; başka değişiklik yapma.,"personel dosyası güncellemesi: işyeri Denizli Devlet Hastanesi, müşteri no MU2324352, konum 39.5263, 41.099, e-postası umut.aydin@hotmail.com, biyometrik kaydı avuç içi damar izi, cihaz id HM68-PYQM-KIED, telefonu (533) 224 26 52, adresi Yeni Mah. Palmiye Bulvarı No:147 D:29 Kat:6 Maltepe/Bursa, anne kızlık soyadı Tunç","personel dosyası güncellemesi: işyeri [ISYERI], müşteri no [MUSTERI_NO], konum [KONUM], e-postası [EMAIL], biyometrik kaydı [BIYOMETRIK], cihaz id [CIHAZ_ID], telefonu [TEL], adresi [ADRES], anne kızlık soyadı [ANNE_KIZLIK]",[ADRES] [ANNE_KIZLIK] [BIYOMETRIK] [CIHAZ_ID] [EMAIL] [ISYERI] [KONUM] [MUSTERI_NO] [TEL],[ADRES] [ANNE_KIZLIK] [BIYOMETRIK] [CIHAZ_ID] [EMAIL] [ISYERI] [KONUM] [MUSTERI_NO] [TEL],"personel dosyası güncellemesi: işyeri [ISYERI], müşteri no [MUSTERI_NO], konum [KONUM], e-postası [EMAIL], biyometrik kaydı [BIYOMETRIK], cihaz id [CIHAZ_ID], telefonu [TEL], adresi [ADRES], anne kızlık soyadı [ANNE_KIZLIK]",True,True,False
